Product,Value,Location,Time
Tomato,23,Canberra,Afternoon
Tomato,98,Perth,Afternoon
Shampoo,7,Canberra,Afternoon
Tomato,13,Canberra,Afternoon
Banana,44,Sydney,Afternoon
Pie,45,Melbourne,Morning
Carrot,16,Perth,Morning
Banana,97,Melbourne,Afternoon
Chicken,55,Sydney,Afternoon
Banana,57,Sydney,Afternoon
Fish,98,Brisbane,Morning
Soap,80,Melbourne,Morning
Carrot,29,Sydney,Morning
Fish,41,Melbourne,Morning
Carrot,54,Brisbane,Morning
Banana,29,Melbourne,Morning
Orange,58,Sydney,Afternoon
Banana,56,Canberra,Morning
Orange,92,Brisbane,Afternoon
Tomato,34,Melbourne,Morning
Pie,30,Brisbane,Afternoon
Cookie,30,Melbourne,Morning
Pie,25,Sydney,Afternoon
Soap,18,Sydney,Afternoon
Shampoo,57,Perth,Morning
Shampoo,17,Brisbane,Afternoon
Soap,9,Canberra,Morning
Cookie,9,Perth,Afternoon
Cookie,67,Melbourne,Afternoon
Cookie,83,Canberra,Afternoon
Pie,77,Melbourne,Morning
Shampoo,83,Melbourne,Morning
Pie,96,Sydney,Afternoon
Pie,83,Melbourne,Morning
Banana,83,Sydney,Afternoon
Cookie,44,Melbourne,Afternoon
Fish,33,Canberra,Afternoon
Orange,83,Perth,Morning
Chicken,46,Brisbane,Morning
Cookie,73,Perth,Afternoon
Cookie,94,Canberra,Morning
Cookie,51,Perth,Afternoon
Shampoo,49,Sydney,Morning
Carrot,39,Melbourne,Morning
Shampoo,98,Brisbane,Morning
Fish,12,Melbourne,Afternoon
Pie,88,Melbourne,Morning
Soap,74,Melbourne,Afternoon
Tomato,12,Melbourne,Afternoon
Chicken,36,Sydney,Afternoon
Shampoo,49,Brisbane,Afternoon
Tomato,100,Brisbane,Afternoon
Shampoo,73,Perth,Morning
Pie,53,Canberra,Afternoon
Shampoo,26,Brisbane,Morning
Fish,95,Perth,Afternoon
Cookie,87,Sydney,Morning
Tomato,27,Canberra,Morning
Fish,90,Melbourne,Afternoon
Orange,47,Perth,Afternoon
Pie,15,Perth,Afternoon
Banana,53,Canberra,Morning
Fish,95,Sydney,Morning
Pie,32,Melbourne,Morning
Pie,10,Perth,Afternoon
Chicken,12,Melbourne,Afternoon
Pie,79,Sydney,Morning
Fish,35,Canberra,Afternoon
Shampoo,92,Perth,Morning
Carrot,75,Brisbane,Afternoon
Tomato,75,Brisbane,Afternoon
Carrot,14,Brisbane,Afternoon
Banana,17,Sydney,Afternoon
Orange,85,Sydney,Morning
Shampoo,29,Perth,Morning
Tomato,96,Brisbane,Morning
Pie,10,Sydney,Afternoon
Fish,97,Brisbane,Afternoon
Chicken,83,Melbourne,Afternoon
Banana,79,Perth,Afternoon
Soap,90,Sydney,Morning
Orange,52,Melbourne,Afternoon
Tomato,63,Perth,Afternoon
Carrot,41,Melbourne,Morning
Carrot,38,Perth,Afternoon
Cookie,86,Canberra,Afternoon
Banana,66,Brisbane,Morning
Soap,55,Brisbane,Morning
Chicken,23,Sydney,Afternoon
Pie,92,Canberra,Morning
Soap,48,Melbourne,Morning
Shampoo,16,Melbourne,Morning
Cookie,18,Sydney,Afternoon
Carrot,51,Brisbane,Morning
Fish,71,Perth,Afternoon
Soap,53,Canberra,Afternoon
Orange,12,Perth,Morning
Soap,71,Melbourne,Afternoon
Banana,97,Melbourne,Morning
Pie,62,Sydney,Morning
Cookie,20,Melbourne,Afternoon
Chicken,91,Perth,Afternoon
Banana,23,Brisbane,Morning
Pie,93,Sydney,Morning
Orange,10,Sydney,Morning
Carrot,79,Brisbane,Morning
Orange,42,Sydney,Morning
Carrot,56,Brisbane,Morning
Fish,67,Brisbane,Morning
Banana,26,Sydney,Afternoon
Chicken,56,Perth,Morning
Carrot,23,Melbourne,Morning
Banana,10,Melbourne,Morning
Chicken,73,Perth,Morning
Tomato,60,Perth,Morning
Soap,75,Sydney,Morning
Soap,63,Brisbane,Afternoon
Carrot,19,Perth,Afternoon
Banana,10,Melbourne,Morning
Tomato,16,Brisbane,Morning
Carrot,11,Sydney,Afternoon
Fish,12,Perth,Morning
Soap,58,Melbourne,Morning
Chicken,43,Brisbane,Afternoon
Tomato,19,Melbourne,Afternoon
Chicken,68,Melbourne,Morning
Cookie,77,Perth,Afternoon
Shampoo,58,Brisbane,Afternoon
Orange,44,Sydney,Afternoon
Cookie,76,Melbourne,Morning
Chicken,89,Melbourne,Afternoon
Tomato,49,Melbourne,Morning
Cookie,52,Perth,Afternoon
Cookie,29,Brisbane,Afternoon
Chicken,48,Canberra,Afternoon
Pie,25,Brisbane,Afternoon
Fish,37,Canberra,Afternoon
Orange,49,Canberra,Afternoon
Orange,30,Canberra,Morning
Shampoo,90,Brisbane,Afternoon
Soap,80,Brisbane,Morning
Shampoo,86,Brisbane,Afternoon
Chicken,41,Canberra,Morning
Tomato,73,Perth,Morning
Fish,81,Melbourne,Afternoon
Chicken,54,Canberra,Morning
Carrot,80,Sydney,Morning
Shampoo,21,Brisbane,Morning
Fish,5,Brisbane,Afternoon
Chicken,28,Melbourne,Afternoon
Fish,42,Brisbane,Afternoon
Orange,100,Melbourne,Afternoon
Pie,14,Canberra,Morning
Orange,95,Canberra,Morning
Chicken,16,Perth,Afternoon
Fish,25,Perth,Afternoon
Chicken,11,Perth,Afternoon
Tomato,59,Sydney,Morning
Chicken,5,Sydney,Afternoon
Tomato,43,Canberra,Afternoon
Cookie,28,Brisbane,Morning
Pie,93,Melbourne,Morning
Pie,69,Perth,Afternoon
Carrot,48,Melbourne,Afternoon
Orange,86,Perth,Afternoon
Carrot,74,Melbourne,Morning
Carrot,39,Perth,Afternoon
Shampoo,58,Perth,Morning
Tomato,93,Brisbane,Morning
Pie,21,Sydney,Afternoon
Chicken,98,Melbourne,Morning
Chicken,18,Brisbane,Afternoon
Fish,81,Perth,Afternoon
Pie,68,Sydney,Morning
Cookie,92,Canberra,Afternoon
Pie,44,Brisbane,Afternoon
Cookie,97,Canberra,Afternoon
Tomato,25,Canberra,Morning
Cookie,86,Canberra,Afternoon
Soap,49,Brisbane,Morning
Fish,21,Perth,Afternoon
Banana,6,Melbourne,Afternoon
Banana,66,Perth,Afternoon
Banana,46,Canberra,Afternoon
Banana,43,Melbourne,Afternoon
Shampoo,76,Melbourne,Morning
Pie,38,Brisbane,Morning
Orange,28,Melbourne,Afternoon
Cookie,77,Brisbane,Morning
Tomato,78,Canberra,Morning
Cookie,37,Melbourne,Morning
Banana,32,Brisbane,Afternoon
Tomato,13,Melbourne,Afternoon
Chicken,35,Brisbane,Morning
Fish,28,Melbourne,Afternoon
Banana,99,Melbourne,Morning
Shampoo,49,Melbourne,Afternoon
Carrot,7,Sydney,Morning
Cookie,29,Perth,Afternoon
Fish,64,Perth,Morning
Banana,6,Sydney,Morning
Shampoo,13,Sydney,Morning
Orange,25,Canberra,Afternoon
Pie,70,Brisbane,Afternoon
Soap,43,Sydney,Morning
Banana,96,Melbourne,Morning
Shampoo,34,Canberra,Afternoon
Shampoo,80,Melbourne,Afternoon
Carrot,80,Brisbane,Afternoon
Pie,88,Perth,Afternoon
Soap,32,Canberra,Morning
Banana,71,Perth,Afternoon
Orange,94,Brisbane,Afternoon
Tomato,60,Brisbane,Afternoon
Cookie,42,Perth,Morning
Pie,59,Canberra,Morning
Soap,90,Sydney,Morning
Orange,76,Brisbane,Afternoon
Pie,23,Canberra,Afternoon
Banana,59,Sydney,Morning
Cookie,36,Canberra,Morning
Pie,50,Perth,Afternoon
Tomato,52,Canberra,Morning
Soap,40,Brisbane,Afternoon
Tomato,100,Sydney,Morning
Orange,23,Perth,Afternoon
Cookie,35,Brisbane,Morning
Soap,45,Melbourne,Afternoon
Pie,12,Canberra,Afternoon
Cookie,60,Canberra,Morning
Banana,40,Perth,Morning
Carrot,80,Brisbane,Morning
Soap,80,Canberra,Afternoon
Fish,80,Perth,Afternoon
Carrot,71,Melbourne,Morning
Carrot,82,Canberra,Morning
Fish,51,Sydney,Afternoon
Chicken,53,Canberra,Morning
Orange,86,Melbourne,Afternoon
Fish,5,Perth,Afternoon
Banana,88,Perth,Morning
Shampoo,57,Sydney,Morning
Fish,21,Brisbane,Afternoon
Cookie,23,Melbourne,Afternoon
Shampoo,53,Canberra,Afternoon
Banana,29,Sydney,Morning
Fish,23,Melbourne,Morning
Cookie,34,Canberra,Afternoon
Shampoo,79,Melbourne,Afternoon
Chicken,97,Melbourne,Morning
Carrot,31,Perth,Morning
Chicken,9,Perth,Morning
Chicken,69,Brisbane,Morning
Tomato,57,Brisbane,Afternoon
Shampoo,79,Perth,Morning
Banana,28,Brisbane,Afternoon
Banana,56,Perth,Morning
Soap,73,Melbourne,Morning
Orange,49,Perth,Morning
Chicken,20,Melbourne,Morning
Chicken,8,Perth,Morning
Tomato,47,Brisbane,Morning
Carrot,19,Brisbane,Morning
Cookie,73,Melbourne,Morning
Banana,55,Perth,Morning
Banana,99,Melbourne,Morning
Soap,68,Brisbane,Morning
Banana,74,Melbourne,Morning
Carrot,22,Melbourne,Afternoon
Carrot,32,Brisbane,Morning
Orange,14,Canberra,Morning
Soap,96,Brisbane,Afternoon
Carrot,35,Perth,Morning
Orange,87,Melbourne,Morning
Chicken,92,Melbourne,Morning
Fish,48,Brisbane,Morning
Orange,69,Sydney,Afternoon
Soap,69,Perth,Morning
Banana,96,Sydney,Afternoon
Cookie,31,Melbourne,Afternoon
Banana,94,Sydney,Afternoon
Carrot,81,Sydney,Morning
Tomato,48,Sydney,Afternoon
Orange,20,Perth,Morning
Banana,14,Perth,Afternoon
Shampoo,59,Brisbane,Morning
Soap,57,Brisbane,Morning
Shampoo,85,Canberra,Morning
Orange,61,Perth,Afternoon
Soap,46,Sydney,Afternoon
Banana,7,Brisbane,Afternoon
Pie,19,Perth,Afternoon
Orange,96,Melbourne,Morning
Shampoo,27,Perth,Morning
Pie,86,Perth,Afternoon
Chicken,85,Sydney,Afternoon
Banana,23,Canberra,Afternoon
Orange,82,Melbourne,Afternoon
Pie,75,Perth,Afternoon
Chicken,98,Perth,Afternoon
Chicken,66,Sydney,Morning
Tomato,62,Melbourne,Morning
Orange,33,Sydney,Morning
Banana,28,Brisbane,Morning
Fish,86,Canberra,Afternoon
Carrot,72,Brisbane,Morning
Carrot,75,Perth,Morning
Soap,7,Sydney,Morning
Soap,17,Canberra,Afternoon
Orange,84,Brisbane,Morning
Soap,77,Brisbane,Afternoon
Chicken,60,Melbourne,Afternoon
Fish,84,Canberra,Afternoon
Fish,58,Perth,Morning
Cookie,93,Perth,Morning
Shampoo,71,Canberra,Afternoon
Cookie,18,Perth,Afternoon
Banana,8,Sydney,Morning
Cookie,71,Brisbane,Morning
Carrot,70,Canberra,Morning
Fish,74,Brisbane,Morning
Orange,83,Melbourne,Afternoon
Chicken,36,Canberra,Morning
Shampoo,47,Canberra,Afternoon
Fish,98,Melbourne,Morning
Shampoo,54,Canberra,Afternoon
Tomato,98,Melbourne,Morning
Orange,25,Sydney,Afternoon
Soap,95,Perth,Morning
Cookie,60,Perth,Afternoon
Carrot,96,Brisbane,Afternoon
Pie,73,Perth,Morning
Chicken,81,Sydney,Morning
Chicken,93,Sydney,Afternoon
Soap,55,Brisbane,Afternoon
Banana,67,Brisbane,Morning
Tomato,67,Canberra,Afternoon
Banana,99,Canberra,Afternoon
Carrot,95,Canberra,Afternoon
Pie,15,Melbourne,Morning
Tomato,33,Canberra,Afternoon
Tomato,7,Sydney,Afternoon
Carrot,61,Brisbane,Morning
Orange,84,Perth,Afternoon
Pie,86,Melbourne,Morning
Fish,52,Brisbane,Afternoon
Tomato,71,Brisbane,Afternoon
Tomato,97,Canberra,Morning
Tomato,73,Perth,Morning
Pie,74,Canberra,Afternoon
Tomato,11,Sydney,Morning
Shampoo,99,Canberra,Afternoon
Shampoo,57,Perth,Afternoon
Tomato,36,Melbourne,Afternoon
Chicken,92,Melbourne,Morning
Soap,46,Sydney,Afternoon
Tomato,79,Brisbane,Afternoon
Fish,7,Canberra,Afternoon
Pie,86,Melbourne,Afternoon
Shampoo,40,Canberra,Morning
Chicken,53,Perth,Afternoon
Carrot,47,Brisbane,Morning
Pie,78,Sydney,Afternoon
Soap,91,Canberra,Morning
Banana,11,Sydney,Morning
Carrot,35,Sydney,Afternoon
Shampoo,53,Perth,Morning
Fish,83,Canberra,Afternoon
Banana,15,Sydney,Afternoon
Shampoo,89,Perth,Afternoon
Tomato,63,Canberra,Afternoon
Carrot,76,Melbourne,Afternoon
Carrot,20,Melbourne,Morning
Carrot,60,Perth,Morning
Tomato,98,Perth,Morning
Shampoo,82,Brisbane,Morning
Pie,45,Melbourne,Morning
Carrot,30,Brisbane,Afternoon
Shampoo,30,Perth,Morning
Shampoo,46,Canberra,Morning
Chicken,10,Brisbane,Morning
Pie,87,Melbourne,Afternoon
Cookie,68,Melbourne,Afternoon
Soap,66,Brisbane,Afternoon
Tomato,75,Perth,Morning
Tomato,14,Sydney,Morning
Carrot,38,Melbourne,Afternoon
Fish,36,Brisbane,Morning
Soap,70,Canberra,Morning
Tomato,51,Brisbane,Morning
Carrot,43,Brisbane,Morning
Cookie,9,Perth,Afternoon
Tomato,14,Sydney,Morning
Carrot,67,Melbourne,Afternoon
Soap,93,Melbourne,Morning
Chicken,18,Melbourne,Afternoon
Carrot,17,Sydney,Morning
Tomato,95,Canberra,Afternoon
Carrot,7,Melbourne,Afternoon
Cookie,75,Perth,Morning
Shampoo,68,Brisbane,Afternoon
Fish,24,Canberra,Afternoon
Carrot,63,Perth,Afternoon
Banana,14,Brisbane,Morning
Orange,82,Melbourne,Afternoon
Shampoo,99,Perth,Afternoon
Fish,77,Sydney,Morning
Shampoo,44,Perth,Morning
Cookie,34,Canberra,Morning
Pie,47,Sydney,Morning
Banana,79,Melbourne,Morning
Chicken,88,Melbourne,Afternoon
Shampoo,96,Brisbane,Morning
Tomato,99,Sydney,Afternoon
Cookie,100,Perth,Afternoon
Soap,51,Canberra,Afternoon
Tomato,16,Brisbane,Afternoon
Cookie,43,Canberra,Morning
Pie,45,Sydney,Morning
Banana,83,Melbourne,Morning
Soap,9,Sydney,Afternoon
Tomato,7,Perth,Afternoon
Banana,95,Melbourne,Afternoon
Fish,91,Canberra,Morning
Carrot,84,Canberra,Morning
Shampoo,68,Melbourne,Morning
Shampoo,72,Sydney,Afternoon
Fish,40,Sydney,Morning
Tomato,22,Melbourne,Afternoon
Tomato,48,Melbourne,Morning
Cookie,32,Brisbane,Morning
Pie,44,Melbourne,Morning
Orange,75,Perth,Afternoon
Shampoo,79,Sydney,Afternoon
Soap,30,Melbourne,Afternoon
Pie,90,Melbourne,Afternoon
Pie,94,Sydney,Morning
Tomato,89,Sydney,Afternoon
Pie,23,Melbourne,Afternoon
Chicken,88,Perth,Morning
Fish,80,Sydney,Afternoon
Shampoo,44,Canberra,Afternoon
Banana,44,Perth,Afternoon
Pie,28,Sydney,Morning
Soap,82,Canberra,Afternoon
Carrot,6,Canberra,Morning
Banana,34,Brisbane,Morning
Pie,64,Brisbane,Afternoon
Banana,57,Canberra,Morning
Orange,83,Perth,Afternoon
Banana,66,Canberra,Afternoon
Chicken,67,Melbourne,Morning
Carrot,68,Canberra,Afternoon
Pie,88,Perth,Morning
Fish,20,Canberra,Morning
Pie,8,Canberra,Morning
Pie,24,Melbourne,Morning
Fish,80,Brisbane,Afternoon
Carrot,70,Perth,Afternoon
Tomato,49,Sydney,Afternoon
Tomato,58,Melbourne,Morning
Tomato,14,Canberra,Afternoon
Soap,82,Perth,Morning
Chicken,39,Perth,Afternoon
Shampoo,32,Melbourne,Morning
Soap,40,Brisbane,Afternoon
Orange,62,Perth,Morning
Tomato,5,Perth,Afternoon
Chicken,8,Melbourne,Morning
Shampoo,55,Canberra,Morning
Carrot,60,Brisbane,Afternoon
Carrot,92,Canberra,Afternoon
Pie,43,Canberra,Afternoon
Carrot,97,Canberra,Afternoon
Soap,22,Brisbane,Afternoon
Orange,91,Canberra,Afternoon
Soap,100,Perth,Afternoon
Soap,16,Brisbane,Morning
Shampoo,26,Perth,Afternoon
Carrot,50,Canberra,Afternoon
Cookie,36,Brisbane,Morning
Tomato,99,Melbourne,Afternoon
Chicken,17,Brisbane,Morning
Cookie,46,Brisbane,Morning
Cookie,70,Perth,Morning
Carrot,91,Perth,Afternoon
Fish,100,Perth,Afternoon
Chicken,34,Sydney,Afternoon
Tomato,72,Brisbane,Afternoon
Tomato,66,Canberra,Afternoon
Cookie,6,Perth,Afternoon
Orange,82,Melbourne,Morning
Orange,22,Perth,Morning
Soap,92,Perth,Morning
Banana,100,Canberra,Afternoon
Cookie,25,Brisbane,Afternoon
Chicken,11,Brisbane,Morning
Soap,40,Brisbane,Morning
Carrot,43,Sydney,Afternoon
Pie,48,Canberra,Morning
Orange,9,Brisbane,Afternoon
Orange,66,Brisbane,Morning
Banana,93,Brisbane,Morning
Carrot,46,Sydney,Morning
Pie,69,Brisbane,Afternoon
Banana,26,Sydney,Afternoon
Cookie,52,Sydney,Afternoon
Tomato,81,Sydney,Afternoon
Soap,6,Melbourne,Afternoon
Pie,79,Perth,Afternoon
Orange,37,Perth,Afternoon
Shampoo,83,Perth,Morning
Banana,96,Sydney,Morning
Chicken,24,Canberra,Afternoon
Tomato,91,Brisbane,Afternoon
Shampoo,67,Melbourne,Afternoon
Chicken,24,Perth,Afternoon
Soap,20,Canberra,Afternoon
Shampoo,68,Canberra,Afternoon
Cookie,70,Sydney,Afternoon
Chicken,33,Canberra,Morning
Tomato,87,Sydney,Afternoon
Soap,60,Sydney,Morning
Soap,51,Melbourne,Morning
Soap,53,Brisbane,Afternoon
Chicken,28,Perth,Morning
Fish,19,Sydney,Afternoon
Carrot,69,Brisbane,Afternoon
Chicken,82,Sydney,Morning
Fish,20,Sydney,Afternoon
Fish,96,Sydney,Afternoon
Chicken,100,Brisbane,Afternoon
Banana,65,Canberra,Afternoon
Fish,55,Melbourne,Morning
Banana,5,Canberra,Morning
Banana,18,Perth,Afternoon
Carrot,51,Perth,Afternoon
Orange,10,Canberra,Afternoon
Cookie,97,Canberra,Afternoon
Cookie,71,Sydney,Morning
Shampoo,50,Melbourne,Afternoon
Tomato,17,Brisbane,Afternoon
Cookie,65,Brisbane,Morning
Tomato,61,Sydney,Morning
Cookie,35,Perth,Afternoon
Soap,99,Sydney,Afternoon
Tomato,17,Canberra,Afternoon
Shampoo,56,Sydney,Afternoon
Banana,62,Melbourne,Afternoon
Shampoo,94,Melbourne,Morning
Orange,48,Brisbane,Morning
Banana,9,Sydney,Afternoon
Carrot,62,Sydney,Morning
Fish,76,Melbourne,Morning
Carrot,54,Perth,Afternoon
Banana,27,Sydney,Afternoon
Shampoo,36,Brisbane,Morning
Pie,20,Perth,Afternoon
Orange,72,Brisbane,Afternoon
Fish,35,Brisbane,Morning
Fish,74,Perth,Afternoon
Pie,26,Brisbane,Afternoon
Orange,14,Brisbane,Afternoon
Orange,91,Sydney,Morning
Shampoo,42,Brisbane,Afternoon
Tomato,52,Brisbane,Morning
Banana,25,Perth,Morning
Shampoo,48,Perth,Morning
Cookie,15,Melbourne,Morning
Tomato,50,Melbourne,Afternoon
Cookie,85,Melbourne,Morning
Banana,68,Canberra,Afternoon
Pie,94,Perth,Morning
Fish,75,Perth,Afternoon
Pie,24,Sydney,Morning
Banana,67,Perth,Morning
Banana,15,Perth,Afternoon
Shampoo,43,Canberra,Morning
Orange,62,Melbourne,Afternoon
Shampoo,46,Melbourne,Afternoon
Carrot,5,Sydney,Afternoon
Chicken,50,Melbourne,Morning
Cookie,10,Melbourne,Morning
Banana,93,Melbourne,Afternoon
Soap,54,Sydney,Afternoon
Pie,20,Perth,Morning
Tomato,15,Canberra,Morning
Shampoo,47,Sydney,Morning
Shampoo,72,Melbourne,Afternoon
Pie,39,Brisbane,Morning
Shampoo,99,Melbourne,Morning
Pie,26,Sydney,Morning
Shampoo,94,Canberra,Morning
Pie,11,Brisbane,Morning
Chicken,72,Brisbane,Afternoon
Pie,74,Brisbane,Afternoon
Orange,78,Perth,Afternoon
Tomato,44,Brisbane,Morning
Banana,81,Perth,Afternoon
Pie,8,Melbourne,Morning
Carrot,35,Sydney,Morning
Orange,43,Brisbane,Morning
Shampoo,10,Brisbane,Afternoon
Carrot,87,Canberra,Morning
Tomato,74,Brisbane,Afternoon
Shampoo,93,Sydney,Morning
Orange,62,Perth,Morning
Fish,27,Melbourne,Morning
Orange,37,Melbourne,Morning
Orange,46,Melbourne,Morning
Banana,90,Brisbane,Morning
Banana,52,Perth,Morning
Chicken,29,Melbourne,Afternoon
Banana,98,Perth,Afternoon
Shampoo,48,Sydney,Morning
Soap,77,Sydney,Afternoon
Cookie,20,Brisbane,Morning
Shampoo,54,Melbourne,Morning
Pie,33,Brisbane,Afternoon
Soap,15,Melbourne,Morning
Orange,8,Brisbane,Morning
Fish,72,Brisbane,Afternoon
Pie,38,Melbourne,Afternoon
Soap,50,Melbourne,Afternoon
Pie,19,Sydney,Morning
Chicken,85,Brisbane,Morning
Banana,85,Perth,Afternoon
Soap,20,Melbourne,Afternoon
Tomato,65,Melbourne,Morning
Cookie,85,Perth,Afternoon
Banana,64,Sydney,Afternoon
Cookie,79,Melbourne,Morning
Fish,90,Melbourne,Morning
Chicken,74,Melbourne,Afternoon
Shampoo,86,Perth,Afternoon
Pie,23,Brisbane,Morning
Chicken,88,Brisbane,Morning
Shampoo,31,Sydney,Afternoon
Fish,30,Perth,Afternoon
Pie,64,Canberra,Morning
Orange,32,Sydney,Morning
Orange,6,Melbourne,Morning
Carrot,29,Sydney,Afternoon
Cookie,90,Canberra,Morning
Soap,86,Canberra,Afternoon
Fish,24,Canberra,Morning
Carrot,94,Perth,Morning
Pie,91,Sydney,Afternoon
Orange,21,Canberra,Afternoon
Orange,9,Melbourne,Morning
Chicken,57,Melbourne,Afternoon
Shampoo,42,Melbourne,Afternoon
Banana,14,Brisbane,Afternoon
Fish,92,Brisbane,Afternoon
Tomato,69,Melbourne,Afternoon
Chicken,68,Canberra,Morning
Banana,6,Perth,Morning
Orange,79,Melbourne,Morning
Shampoo,14,Sydney,Afternoon
Tomato,31,Sydney,Afternoon
Cookie,78,Melbourne,Morning
Cookie,87,Melbourne,Morning
Orange,32,Melbourne,Afternoon
Carrot,50,Melbourne,Afternoon
Chicken,65,Brisbane,Morning
Carrot,53,Sydney,Morning
Cookie,18,Brisbane,Afternoon
Carrot,7,Canberra,Morning
Tomato,8,Melbourne,Morning
Carrot,62,Canberra,Afternoon
Orange,56,Sydney,Morning
Cookie,42,Canberra,Morning
Carrot,96,Canberra,Afternoon
Carrot,36,Perth,Afternoon
Banana,9,Canberra,Afternoon
Banana,19,Sydney,Morning
Orange,77,Perth,Afternoon
Tomato,39,Canberra,Morning
Cookie,77,Brisbane,Morning
Cookie,31,Melbourne,Morning
Banana,84,Melbourne,Morning
Soap,39,Perth,Afternoon
Orange,7,Sydney,Afternoon
Pie,99,Sydney,Afternoon
Orange,26,Sydney,Afternoon
Tomato,12,Melbourne,Afternoon
Shampoo,15,Canberra,Afternoon
Orange,84,Melbourne,Morning
Orange,40,Perth,Morning
Tomato,99,Canberra,Afternoon
Chicken,73,Brisbane,Afternoon
Chicken,98,Perth,Morning
Chicken,27,Perth,Afternoon
Banana,85,Perth,Morning
Tomato,18,Melbourne,Afternoon
Orange,89,Perth,Afternoon
Banana,73,Canberra,Morning
Orange,76,Sydney,Morning
Carrot,40,Perth,Morning
Orange,71,Perth,Morning
Orange,52,Canberra,Afternoon
Carrot,35,Canberra,Afternoon
Fish,36,Canberra,Afternoon
Tomato,36,Canberra,Afternoon
Carrot,77,Brisbane,Morning
Cookie,80,Brisbane,Morning
Carrot,85,Sydney,Morning
Orange,68,Melbourne,Morning
Carrot,24,Brisbane,Afternoon
Carrot,82,Melbourne,Afternoon
Chicken,77,Canberra,Afternoon
Orange,16,Perth,Afternoon
Banana,19,Melbourne,Afternoon
Fish,15,Melbourne,Afternoon
Chicken,100,Canberra,Morning
Carrot,60,Canberra,Afternoon
Cookie,68,Brisbane,Afternoon
Soap,79,Brisbane,Afternoon
Chicken,73,Canberra,Afternoon
Pie,39,Melbourne,Morning
Carrot,27,Canberra,Morning
Soap,41,Brisbane,Morning
Cookie,58,Sydney,Afternoon
Orange,19,Sydney,Morning
Chicken,86,Brisbane,Morning
Soap,11,Sydney,Afternoon
Pie,56,Brisbane,Morning
Chicken,56,Brisbane,Morning
Pie,23,Perth,Afternoon
Banana,89,Canberra,Afternoon
Shampoo,5,Sydney,Afternoon
Orange,20,Melbourne,Afternoon
Shampoo,45,Sydney,Afternoon
Chicken,85,Sydney,Morning
Cookie,55,Sydney,Afternoon
Soap,44,Melbourne,Morning
Pie,28,Brisbane,Morning
Orange,95,Sydney,Afternoon
Carrot,39,Canberra,Afternoon
Orange,64,Sydney,Morning
Fish,19,Melbourne,Afternoon
Chicken,82,Brisbane,Afternoon
Chicken,5,Sydney,Morning
Soap,67,Brisbane,Morning
Soap,80,Brisbane,Morning
Pie,83,Perth,Afternoon
Shampoo,100,Melbourne,Afternoon
Tomato,34,Brisbane,Morning
Cookie,26,Canberra,Afternoon
Tomato,24,Melbourne,Morning
Tomato,18,Brisbane,Afternoon
Banana,8,Sydney,Afternoon
Tomato,85,Canberra,Afternoon
Shampoo,92,Sydney,Afternoon
Fish,63,Perth,Afternoon
Orange,20,Canberra,Afternoon
Tomato,33,Sydney,Afternoon
Cookie,33,Sydney,Morning
Soap,85,Melbourne,Morning
Pie,54,Melbourne,Morning
Soap,41,Perth,Morning
Chicken,84,Perth,Morning
Fish,85,Canberra,Morning
Chicken,64,Sydney,Morning
Chicken,7,Sydney,Morning
Shampoo,81,Canberra,Morning
Soap,51,Canberra,Afternoon
Fish,68,Brisbane,Morning
Pie,68,Brisbane,Afternoon
Shampoo,98,Sydney,Morning
Chicken,87,Melbourne,Morning
Fish,66,Brisbane,Morning
Orange,29,Canberra,Afternoon
Carrot,23,Melbourne,Morning
Orange,37,Brisbane,Morning
Shampoo,83,Melbourne,Morning
Orange,45,Perth,Afternoon
Tomato,50,Brisbane,Morning
Soap,26,Brisbane,Morning
Shampoo,28,Brisbane,Afternoon
Pie,7,Sydney,Afternoon
Pie,79,Sydney,Morning
Orange,78,Canberra,Morning
Fish,61,Perth,Morning
Tomato,96,Melbourne,Morning
Shampoo,91,Perth,Afternoon
Soap,60,Sydney,Afternoon
Pie,100,Brisbane,Afternoon
Cookie,92,Brisbane,Afternoon
